,tac_agent_0_wm,tac_agent_8,tac_agent_7,tac_agent_5,tac_agent_9,tac_agent_1_wm,tac_agent_2_wm,tac_agent_4_wm,tac_agent_3_wm,tac_agent_6
43,322.82553493998796,319.2570693347433,319.07867172716533,330.3779958752887,316.00101573771315,320.87890447323036,321.5311332561038,330.16033143657654,326.3040489021796,317.11145718989087
44,319.758778462321,313.266341670182,316.0403974481613,315.7037468648008,324.23185789107407,329.71534618501397,333.9998979914451,319.44423793977563,329.1703443999884,315.7110577679799
45,323.39746530180827,331.4927181310304,325.9299131623133,318.26462126487047,317.99341490906613,324.2580621285226,329.47665732882547,325.6914228851112,331.4349819552436,320.1958517007348
46,319.16603940535947,321.5467251689729,323.5785660686277,316.3652742243223,323.75303427481526,322.2711295906642,323.76728699358165,328.0580023225586,325.4379639388126,313.3781845415051
47,319.79222253407016,317.2487587694616,312.6243160223145,317.3206728432494,315.504944467796,319.92741772183746,314.8645210245971,321.54079402005965,329.6812479992261,318.53059219783177
48,323.49542964437717,317.1454774245269,320.3420676011468,316.4935701069255,311.6447789194202,316.09838742934204,320.64319034586157,317.2875181871644,311.9102239176772,320.2196779590679
49,323.20108378080164,314.0860917470387,315.73168133466027,316.09682137391775,314.5185605909298,323.52038017039274,318.7324050849647,317.9514409860582,317.26085408537625,318.522028579323
50,327.1460582595254,318.093086662819,314.20774529107655,315.853415548032,314.4248742980993,315.6567495097022,315.75800876443304,321.8669921059264,319.21335816355315,314.6188508846486
51,323.49013123836585,314.5525277855105,313.24885998895536,314.1790601503384,319.7136775626256,329.2849778920347,321.27107698825955,324.07361204368453,331.1732073628265,319.281425623484
52,325.40220809284165,320.9955250022748,321.77534895794764,322.9412201441786,331.0303515420492,323.4382290019299,326.83517310072693,327.94530693345064,321.6553416933018,322.43149826979504
53,338.29463523864615,315.1044986232645,317.0491485537468,318.7230910714211,323.2391639292944,324.7016897673625,332.9036657206683,332.0073372873487,315.4238242178596,317.8016531401597
54,319.9697516462603,314.02167987359246,318.9006143036605,326.41632859439557,317.13840382247577,315.69485516125513,318.11713035204457,326.10553424420465,317.3372622592449,315.95507083549626
55,309.86122886681096,309.8950172972393,313.00540823357403,312.43104231204586,309.86122886681096,309.86122886681096,312.38710794572984,309.86122886681096,309.86122886681096,316.39595041592963
56,323.17601859353465,313.6798014342643,320.465323025751,316.3021744822266,314.5235251912476,323.79936930326465,320.512522888632,322.9553730223248,320.8018800284246,313.1004390756983
57,325.28248678611646,322.0959772864098,313.351673246477,329.8185339473945,318.3218979939104,327.1751499860296,320.7567524573277,337.98016498181846,327.9829256939504,318.34849036510644
58,327.01468689169997,317.4792938321883,321.34300095631556,322.3807241967502,323.85367223392745,325.90007888282327,328.9606564882491,333.8150649083342,320.92949646473073,319.56716098870186
