,w_model,baseline
462,2.4400000000000004,4.6
463,4.7,4.17
464,3.7900000000000005,3.2600000000000002
465,2.5400000000000005,0.6
466,1.9,4.260000000000001
467,5.73,4.74
468,4.32,3.8600000000000003
469,5.04,3.7900000000000005
470,2.1200000000000006,2.9099999999999997
471,3.3000000000000003,3.3699999999999997
472,0.5399999999999999,2.9099999999999997
473,2.9800000000000004,2.5999999999999996
474,3.6400000000000006,2.4
475,4.74,2.0400000000000005
476,2.4100000000000006,2.01
477,2.8200000000000003,4.79
478,2.2,0.25
479,2.4,1.36
480,2.6300000000000003,3.3100000000000005
481,4.880000000000001,0.7
482,3.1600000000000006,2.5400000000000005
483,2.8,1.6400000000000001
484,4.550000000000001,3.7500000000000004
485,1.9899999999999998,5.930000000000001
486,5.7,0.51
487,2.0,2.3999999999999995
488,1.9,2.6899999999999995
489,5.1,1.54
490,3.0800000000000005,3.5800000000000005
491,2.1400000000000006,3.9499999999999997
492,2.72,3.1900000000000004
493,0.8099999999999999,2.6899999999999995
494,2.6,3.8
495,3.3700000000000006,3.3
496,2.2,2.1100000000000003
497,3.9100000000000006,3.0
498,4.24,1.78
499,2.3100000000000005,4.18
500,1.88,1.0
501,3.7,3.22
502,3.6800000000000006,3.9499999999999997
503,1.47,4.94
504,2.7,3.7099999999999995
505,3.0,2.2300000000000004
506,4.390000000000001,1.54
507,2.1,2.3
508,3.1700000000000004,3.3899999999999997
509,1.47,1.4200000000000002
510,2.1,4.02
511,3.6900000000000004,2.3100000000000005
512,4.550000000000001,2.55
513,3.0,4.579999999999999
514,1.8,0.26
515,3.5900000000000003,2.6399999999999997
516,3.8100000000000005,2.55
517,1.63,0.15000000000000002
518,3.2,4.4
519,3.7,0.7
520,2.4800000000000004,2.4
521,3.2,3.9599999999999995
522,4.090000000000001,3.7099999999999995
523,2.2100000000000004,1.75
524,1.94,0.6200000000000001
525,3.0200000000000005,2.5400000000000005
526,2.5,2.5300000000000002
527,1.15,3.4099999999999997
528,3.9200000000000004,5.0
529,1.16,2.9
530,2.8,2.9499999999999997
531,3.9000000000000004,3.4399999999999995
532,3.0500000000000003,2.8299999999999996
533,1.5,2.49
534,4.0,3.8500000000000005
535,2.3500000000000005,1.82
536,3.74,2.3799999999999994
537,3.4,2.8
538,4.380000000000001,1.6
539,1.0,2.8099999999999996
540,1.91,3.1100000000000003
541,1.25,2.5400000000000005
542,1.0,4.4399999999999995
543,2.2,3.2099999999999995
544,3.7,4.23
545,4.630000000000001,2.0199999999999996
546,3.4,3.8000000000000003
547,3.6800000000000006,3.6599999999999997
548,3.5800000000000005,3.2500000000000004
549,1.5,3.1599999999999997
550,2.8000000000000003,3.28
551,2.7,4.279999999999999
552,3.6300000000000003,4.77
553,4.82,3.0999999999999996
554,2.0000000000000004,3.4099999999999997
555,4.74,3.3399999999999994
556,4.5600000000000005,3.28
557,3.3,0.9600000000000001
558,4.4,3.6
559,3.6800000000000006,3.1299999999999994
560,5.1000000000000005,4.0
561,4.07,2.5
562,4.9,3.7700000000000005
563,6.0,4.5200000000000005
564,3.8,3.3599999999999994
565,3.8600000000000003,3.5500000000000003
566,0.73,2.8999999999999995
567,3.2,3.3499999999999996
568,1.7,2.76
569,2.0,2.2699999999999996
570,4.41,0.21000000000000002
571,4.220000000000001,4.260000000000001
572,4.74,1.9
573,3.9200000000000004,2.2699999999999996
574,2.5000000000000004,1.9
575,1.76,4.699999999999999
576,3.7,3.7899999999999996
577,2.9100000000000006,4.25
578,2.7,1.29
579,4.36,0.54
580,3.2,0.47
581,4.140000000000001,1.3
582,3.1,3.5399999999999996
583,3.9800000000000004,3.3700000000000006
584,3.9100000000000006,3.28
585,2.7,3.8099999999999996
586,4.53,4.97
587,1.23,1.74
588,1.98,3.9799999999999995
589,2.9400000000000004,3.28
590,6.7700000000000005,3.5399999999999996
591,4.36,2.9599999999999995
592,3.8000000000000003,5.659999999999999
593,2.6400000000000006,3.8000000000000003
594,3.0,3.2
595,0.8999999999999999,3.8299999999999996
596,3.9,3.1000000000000005
597,1.6,2.8
598,4.3500000000000005,2.2699999999999996
599,4.15,2.2699999999999996
600,1.3,3.7899999999999996
601,2.6000000000000005,2.7500000000000004
602,3.8500000000000005,2.7099999999999995
603,2.5500000000000003,3.8299999999999996
604,4.15,4.010000000000001
605,3.2100000000000004,7.66
606,2.6400000000000006,3.2099999999999995
607,4.11,2.4599999999999995
608,3.9,1.04
609,4.180000000000001,1.91
610,2.9000000000000004,4.0
611,4.1000000000000005,2.4999999999999996
612,1.2,5.670000000000001
613,1.8,2.8699999999999997
614,2.7500000000000004,3.0200000000000005
615,3.0,2.9800000000000004
616,1.24,3.6099999999999994
617,3.3700000000000006,2.3799999999999994
618,0.5,3.3499999999999996
619,3.6,1.1
620,5.050000000000001,1.0799999999999998
621,5.090000000000001,2.2
622,3.0700000000000003,1.9
623,4.4,2.0899999999999994
624,2.3,3.2399999999999998
625,4.4,3.78
626,2.3600000000000003,3.22
627,3.8100000000000005,2.76
628,0.8,4.31
629,5.640000000000001,4.54
630,3.3,1.66
631,4.15,3.55
632,2.8900000000000006,3.8699999999999997
633,3.6400000000000006,5.73
634,2.8300000000000005,3.0599999999999996
635,4.15,5.5
636,4.9,2.9600000000000004
637,2.9,1.99
638,4.6,2.0
639,4.48,4.0200000000000005
640,4.9,4.430000000000001
641,4.03,2.1600000000000006
642,3.6,4.4
643,1.3,2.4999999999999996
644,3.7300000000000004,3.1600000000000006
645,2.8,4.27
646,2.8100000000000005,3.3200000000000003
647,2.9400000000000004,3.03
648,4.16,3.4199999999999995
649,4.7,2.3899999999999997
650,2.6400000000000006,1.6600000000000001
651,1.7,2.1500000000000004
652,0.7,3.0
653,3.1800000000000006,3.3
654,3.6400000000000006,3.3500000000000005
655,5.340000000000001,2.6599999999999997
656,1.5,4.38
657,1.5,2.5
658,3.2300000000000004,5.050000000000001
659,2.2500000000000004,1.3399999999999999
660,2.7100000000000004,1.4
661,3.5,4.0
662,2.2800000000000002,4.2700000000000005
663,3.2,4.380000000000001
664,2.1800000000000006,2.2499999999999996
665,3.7500000000000004,3.1
666,4.4,3.3199999999999994
667,2.0,2.9300000000000006
668,4.5,3.1699999999999995
669,4.58,2.6999999999999997
670,3.9200000000000004,3.4899999999999998
671,3.0,4.409999999999999
672,2.9,0.79
673,0.9,4.319999999999999
674,2.2,3.5199999999999996
675,5.3,4.49
676,3.74,1.7
677,1.74,2.4400000000000004
678,4.130000000000001,5.0200000000000005
679,3.0,1.9
680,4.7,3.5200000000000005
681,2.7100000000000004,2.6000000000000005
682,1.79,6.5200000000000005
683,3.6000000000000005,3.1599999999999997
684,4.590000000000001,1.9
685,1.04,2.6600000000000006
686,3.8,4.31
687,1.81,1.98
688,1.52,4.0
689,4.8,0.78
690,3.8300000000000005,2.1599999999999997
691,3.8,3.7699999999999996
692,3.4,3.1600000000000006
693,5.0200000000000005,3.0200000000000005
694,1.3,3.3
695,3.9800000000000004,2.6299999999999994
696,2.22,4.21
697,1.0,2.1599999999999997
698,4.12,2.4099999999999997
699,3.5100000000000002,4.300000000000001
700,0.6,3.2
701,1.4,2.6299999999999994
702,1.4,3.1599999999999997
703,1.9,3.0199999999999996
704,3.5,4.0
705,3.0,4.83
706,3.49,2.1600000000000006
707,3.6,0.17
708,4.090000000000001,2.8899999999999997
709,4.28,3.8599999999999994
710,3.0600000000000005,1.4
711,2.7,5.71
712,3.6,0.8999999999999999
713,1.9,2.5900000000000003
714,4.8,1.58
715,1.1,3.8599999999999994
716,3.9300000000000006,2.5600000000000005
717,2.97,4.32
718,4.3,0.6
719,3.3200000000000003,4.2
720,4.1,1.36
721,2.6,0.75
722,3.7600000000000002,6.7
723,2.2600000000000002,4.19
724,2.9800000000000004,2.3099999999999996
725,4.0200000000000005,2.9899999999999998
726,2.9100000000000006,2.8699999999999997
727,2.1,1.97
728,2.8900000000000006,6.369999999999999
729,4.29,3.7100000000000004
730,3.0,2.5399999999999996
731,4.2,3.55
732,4.48,2.1900000000000004
733,2.5,2.4199999999999995
734,1.0,4.76
735,0.7,1.57
736,1.0,2.7
737,4.95,1.7
738,3.0300000000000002,3.7299999999999995
739,3.1200000000000006,4.67
740,1.7,2.6
741,4.3,4.83
742,1.23,3.3600000000000003
743,3.0100000000000002,4.199999999999999
744,2.5800000000000005,3.7300000000000004
745,2.4,2.1099999999999994
746,2.0400000000000005,0.41
747,1.78,3.01
748,2.6800000000000006,1.2
749,2.8,2.3499999999999996
750,4.49,3.5799999999999996
751,2.2500000000000004,3.5900000000000003
752,3.1600000000000006,4.220000000000001
753,3.49,1.8199999999999998
754,1.1,3.3
755,1.17,0.78
756,3.2300000000000004,2.8700000000000006
757,2.7,3.7600000000000002
758,3.4200000000000004,3.8600000000000003
759,2.8,2.7700000000000005
760,4.95,3.53
761,3.7100000000000004,3.3799999999999994
762,2.6800000000000006,3.6799999999999997
763,2.8400000000000003,5.159999999999999
764,4.3100000000000005,2.0
765,4.7,4.03
766,2.7500000000000004,2.2
767,4.1,2.99
768,2.4,4.77
769,3.5800000000000005,2.9400000000000004
770,0.42,3.3200000000000003
771,2.47,1.73
772,4.74,3.5600000000000005
773,1.6,1.0
774,0.4,0.5
775,5.0,0.4
776,4.340000000000001,4.42
777,2.0,0.77
778,3.6600000000000006,2.74
779,4.36,3.9800000000000004
780,2.2700000000000005,4.0
781,4.33,4.8100000000000005
782,2.3500000000000005,3.7699999999999996
783,3.8,3.0
784,4.19,3.1500000000000004
785,5.12,2.2499999999999996
786,4.930000000000001,2.9299999999999997
787,4.8500000000000005,2.4
788,2.5,6.36
789,4.11,3.24
790,2.2700000000000005,3.2299999999999995
791,3.96,3.2600000000000002
792,4.11,3.4799999999999995
793,4.170000000000001,5.75
794,4.170000000000001,2.1
795,1.8699999999999999,4.04
796,3.2,3.6400000000000006
797,4.640000000000001,5.0
798,1.8,4.45
799,3.3800000000000003,1.99
800,3.3800000000000003,1.47
801,2.1,3.4299999999999997
802,3.0000000000000004,2.4
803,2.9300000000000006,2.1599999999999997
804,1.9,2.2
805,3.0,2.9099999999999997
806,1.8,1.3
807,3.2900000000000005,4.23
808,3.2300000000000004,2.0599999999999996
809,3.1200000000000006,3.1999999999999997
810,1.9,2.3
811,4.15,6.03
812,2.3100000000000005,1.39
813,4.6,0.9600000000000001
814,3.0,5.3
815,2.5,5.970000000000001
816,3.3800000000000003,3.5300000000000002
817,3.9000000000000004,2.2899999999999996
818,5.8,4.409999999999999
819,2.3100000000000005,2.8700000000000006
820,2.8500000000000005,0.5
821,2.1900000000000004,1.9000000000000001
822,2.9200000000000004,1.19
823,2.3800000000000003,3.6599999999999997
824,4.04,4.010000000000001
825,1.5799999999999998,3.7500000000000004
826,2.9800000000000004,2.9800000000000004
827,1.7,2.9
828,4.3500000000000005,5.609999999999999
829,3.1100000000000003,3.4999999999999996
830,3.6200000000000006,4.37
831,1.65,2.3099999999999996
832,6.21,2.8
833,4.21,3.9700000000000006
834,2.3100000000000005,4.09
835,2.0400000000000005,3.3699999999999997
836,4.07,2.8799999999999994
837,3.0,5.7700000000000005
838,2.1600000000000006,0.68
839,2.3,4.58
840,4.8,2.7199999999999998
841,3.1300000000000003,2.5399999999999996
842,3.4600000000000004,3.0699999999999994
843,2.3300000000000005,4.890000000000001
844,2.1,2.1099999999999994
845,2.8600000000000003,3.0699999999999994
846,2.6100000000000003,2.6999999999999997
847,2.1,2.1899999999999995
848,2.8200000000000003,1.23
849,5.090000000000001,4.31
850,4.880000000000001,3.6999999999999997
851,2.7700000000000005,5.71
852,3.4,3.3
853,4.5,2.2
854,1.3,4.58
855,3.8000000000000003,1.5
856,2.4400000000000004,3.1
857,3.7,3.6999999999999997
858,2.5,4.2
859,4.54,4.05
860,5.9,1.84
861,2.22,3.8699999999999997
862,2.7,3.0399999999999996
863,2.9,2.6199999999999997
864,1.6,2.3300000000000005
865,2.6,1.86
866,3.5100000000000002,2.1
867,6.91,3.0399999999999996
868,3.6500000000000004,1.8800000000000001
869,3.0,3.5000000000000004
870,3.8800000000000003,3.7
871,1.2,3.6799999999999997
872,3.6,3.03
873,5.61,0.9600000000000001
874,3.5500000000000003,2.1699999999999995
875,4.130000000000001,2.0
876,4.37,0.9099999999999999
877,4.6,4.470000000000001
878,4.340000000000001,2.3299999999999996
879,3.4600000000000004,1.5
880,2.9,2.8
881,3.5,4.26
882,4.050000000000001,2.3299999999999996
883,1.7,5.8500000000000005
884,0.28,1.04
885,5.1,2.9899999999999998
886,3.3,4.159999999999999
887,2.1100000000000003,2.6799999999999997
888,3.3600000000000003,2.9599999999999995
889,2.9,3.8
890,3.0300000000000002,2.9899999999999998
891,3.2600000000000002,4.1000000000000005
892,2.2,4.13
893,3.8300000000000005,0.24
894,2.4600000000000004,1.22
895,4.45,2.8600000000000003
896,1.77,0.9400000000000001
897,4.21,3.3100000000000005
898,2.4600000000000004,1.6
899,4.300000000000001,1.9
900,3.4,4.2700000000000005
901,3.4,4.67
902,2.3,2.2
903,3.6,2.1200000000000006
904,3.0500000000000003,0.51
905,5.04,2.3900000000000006
906,2.5000000000000004,4.180000000000001
907,3.5600000000000005,3.6
908,4.12,3.03
909,2.4,4.74
910,3.22,4.02
911,4.03,2.0600000000000005
912,3.6500000000000004,1.4100000000000001
913,3.2600000000000002,3.8900000000000006
914,2.1,6.130000000000001
915,3.45,2.9
916,4.4,1.62
917,3.1900000000000004,1.69
918,3.6600000000000006,4.180000000000001
919,1.0,2.5600000000000005
920,4.0200000000000005,3.4899999999999998
921,3.6700000000000004,2.26
922,3.6,0.7100000000000001
923,1.9699999999999998,3.6899999999999995
924,3.9,3.6
925,2.4,1.24
926,1.5,1.07
927,3.8700000000000006,2.8800000000000003
928,3.5300000000000002,3.5600000000000005
929,4.78,1.6
930,3.6,3.4999999999999996
931,3.1,2.6100000000000003
932,4.340000000000001,2.1599999999999997
933,5.9,3.0
934,3.5100000000000002,1.95
935,3.3,4.5
936,3.5100000000000002,4.75
937,2.49,2.7900000000000005
938,3.3200000000000003,2.1
939,2.4,4.15
940,2.5900000000000003,3.4799999999999995
941,4.420000000000001,2.3699999999999997
942,2.4300000000000006,0.54
